review_text,word_count,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,mentions_cheaters,mentions_servers,mentions_matchmaking,mentions_money,hours_played,sentiment
"Pretty awful walking sim with some fps gameplay mixed in, the new update that makes ttk lower somehow renders this game 1000x more unbearable, whoever shoots first wins really and that isn't enjoyable in a game with so much downtime.",40,0.0757,0.142,0.157,0.701,0,0,0,0,,positive
"sweaty lobbies that arent really nice to newcomers, ea just is really money hungry and doesn't add anything new to the gameplay",22,-0.3713,0.0,0.108,0.892,0,0,0,1,,negative
"Something always breaks with every update in Apex.  It's always something different.  Now Wattson's fences are broken.  Try to put a few fences in place one after another and you'll see what I mean.  No wonder people are flocking to other games like Marvel, etc.",45,0.0,0.107,0.107,0.786,0,0,0,0,,neutral
"Okay game. Competitive community, only issue is that it takes a ton to run correctly and if you dont have good enough specs it crashes or looks grainy.",28,0.05,0.12,0.08,0.8,0,0,0,0,,positive
"game is great, picture can suck sometimes but it is a good game when running at strong wifil capacity",19,0.872,0.405,0.073,0.522,0,0,0,0,,positive
The Short review:,3,0.0,0.0,0.0,1.0,0,0,0,0,,neutral
Good game until you get backshots from 5 different squads while fighting ,12,0.1027,0.201,0.174,0.625,0,0,0,0,,positive
"after 835 hours, i still dont have even 50 legendaries, no heirlooms and anythings nice is bought with crafting materials. the matchmaking is shit even after the devs said they have fixed the matchmaking. one game you do really well you get get in a game with bots and another you do really bad and you get into diamond lobbies even if you are silver 3.",66,-0.4588,0.101,0.128,0.771,0,0,1,0,835.0,negative
"Ngl this game is prob in the best state it has been in years. If you want to get into this game, its NOW or NEVER.",26,0.6705,0.186,0.0,0.814,0,0,0,0,,positive
really fun when you play with freinds and play by your self on public you can play with freinds in the firing range,23,0.8122,0.346,0.077,0.577,0,0,0,0,,positive
"I love this game. Between PC and PlayStation i have some +1000 hours played. I still enjoy it from time to time, but I can vouch for the complaints seen in the other comments. Servers are sometimes slow as hell, we are reaching Fortnite levels of monetization, power creep is very noticeable sometimes. Play it now if you want to experience it; it is free and very fun after all. ",70,0.8731,0.258,0.112,0.63,0,1,0,0,1000.0,positive
I havent played in a while but it used to be realy fun I have 100hr+ in different platform and I love the gameplay,24,0.8941,0.356,0.053,0.591,0,0,0,0,,positive
"tbh its not as good as before due to hackers, less players therefore long matchmaking time and little to none content addition, however the game at its core is one of the best shooter and battle royal it is. the lore and the gaming mechanics has always been innovated even in comparison to most recent shooters up to date. I hope the devs actually improve the game and bring back its spirit.",72,0.7713,0.143,0.061,0.796,0,0,1,0,,positive
"Apex was an incredibly fun game but the price changes towards the battlepass, the lack of new content whether its a map and or new character, or just every single battle royal or other mode match just being unfun and unsatisfying, Apex is not something I can currently recommend.",49,-0.2031,0.101,0.116,0.783,0,0,1,1,,negative
"Amazing start, real competitor for other BRs, fell off hard because of shitty choices, lack of listening to player feedback, and increasing reliance on monetized loot boxes as a primary money maker. Fucking ""mythic grenade skins"" go fuck yourself lmao.",40,-0.2732,0.15,0.21,0.641,0,0,0,1,,negative
"This game got lot of upgrades and finnally got what we like the most, not perfect put very enjoyable",19,0.3435,0.228,0.131,0.641,0,0,0,0,,positive
"After my 525 hours of apex legends i would like to say this game is utterly dog shit, regardless i still play the game like it's my son. It is an addiction, please help me. Also too many hackers and sweats in the higher ranks. It makes the game not enjoyable or fun, ban hackers please. Fix your anti cheat.",60,-0.6353,0.187,0.228,0.585,1,0,0,0,525.0,negative
"This game is trash. I don't really think more need to be said. Used to be fun, now it has so many problems that its concurrent player base on steam is 63 thousand a day. That might sound like a lot until you see what it used to be. Seems like when games abandon the ""9-5 working man"" philosophy of letting someone play casually their game takes a shit.",69,0.2315,0.157,0.12,0.723,0,0,0,0,,positive
"This game is like a toxic relationship. Its fun, but is it really? The answer is yes.",17,0.7543,0.364,0.0,0.636,0,0,0,0,,positive
"game fell off, I used to love apex legends but it aint the same no more. EA doesn't listen to it's fan base nor does it care.",27,0.533,0.237,0.103,0.66,0,0,0,0,,positive
This game is bad... do not play this game... everything is trash about it and you will not enjoy it... i will forever hate apex legends and everything about apex legends. Nothing in this universe will convince me that apex is good or anything about subpar... I HATE APEX LEGENDS FOREVER AND EVER I HATE APEX NOTHING WILL CONVINCE ME OTHERWISE I HATE APEX I HATE APEX,67,-0.9763,0.057,0.333,0.61,0,0,0,0,,negative
the game is so bad it disconnects you and gives you a ban and takes your rp also gives me the worst pack luck dont get this game they just need money they made all the prices for apex coins higher.cc,41,-0.8804,0.059,0.238,0.703,0,0,0,1,,negative
"Started as a great game, every since EA bought Respawn, every update is how they can make more money. ALSO WHEN GIBBY MYTHIC SKIN",24,0.6249,0.157,0.0,0.843,0,0,0,1,,positive
"I have been an on and off player for about 5 years. do not waste your time with EA, and play some other FPS. Hell, Fortnite is better than this shit. . I know my hours on this account doesn't match up to what I'm saying, I have switched to 3 devices, wondering if it's me, the console, or the game. It's the game, the company, and the developers. If leveling skill-matching is 'not worth the risk' of your game, then that's a big red flag. There is no chance for newer players to join in on the game, so good luck getting your friends to play. Unless you like a killing-simulator, where the target is you and about 50 bots. Oh, and don't worry! 2/3 teammates will 100% disconnect after dropping in a hot zone! That one person will be you, wondering why the fuck you are still playing this game. ",152,0.9311,0.192,0.089,0.718,0,0,1,0,,positive
"Finally got heirloom, nice.",4,0.4215,0.483,0.0,0.517,0,0,0,0,,positive
Cant play this game anymore. Used to play it daily. Now a days it just ruins my mood. So I uninstalled.,21,-0.716,0.0,0.303,0.697,0,0,0,0,,negative
"game needs to turn away from hero shooters and make the perks for champions instead just be floor loot. devs also need to heavily focus on better tick servers and better audio while also combating the cheaters. I rarely run into them anymore, but I'm sure they are very rampant. Mix in titanfall 2 with this of wall running while putting in the effort to make this a more hitscan style game would make it wildly more fun imo. The game just isn't fun anymore and solo climbing just feels like a chore.",93,0.9699,0.229,0.018,0.752,1,1,0,0,,positive
"Honestly, the game is fun but matchmaking is horrendous... How do you have new players with upper tier players in pubs. Terrible. I guess that's what you get for having a free game. Dumb.",34,-0.25,0.195,0.195,0.611,0,0,1,0,,negative
"The game it's self is probably the best fast FPS out there at the moment, however i would not recommend anyone to get invested into it, as it is completely infested with cheaters and the developers are nt doing anything about it.",42,-0.019,0.088,0.111,0.8,1,0,0,0,,neutral
"Awful game play and the fact they blocked all Linux players is what turns me completely off, not to mention the cheaters and not even safe to spend money on it anymore, congrats EA for accusing all Linux players as cheaters and blocking access forcing people to switch to Windows (even then still sucks and Windows isn’t good as a gaming handheld OS, because I mostly play on my Steamdeck) ",70,-0.7909,0.127,0.231,0.642,1,0,0,1,,negative
I've only played an hour on steam but i've played enough on other platforms to be 100% certain that this game sucks so hard and I'd rather have Titanfall 3.,30,0.2265,0.196,0.146,0.658,0,0,0,0,,positive
"Unable to play the game due to ""Apex badware detected"" I've tried everything to get this game to work",19,0.34,0.118,0.0,0.882,0,0,0,0,,positive
"I loved this game at launch, spent a lot of money on skins because I fell deeply in love with the characters. That said, I cannot recommend the game in its current state. Riddled with microtransactions, poorly optimized and plagued by gameplay issues, the game just isn't fun. I want very badly to like this game again, so I'm hoping the devs blow me away with a future update.",69,0.8687,0.214,0.117,0.67,0,0,0,1,,positive
"Played for years, but just can't do it with the matchmaking.  Gameplay, characters, abilities, all that stuff is cool and fun, but its not fun to play when you get put in with people that are 10 x better than you at the game.  Just not worth it.",48,0.9464,0.314,0.072,0.615,0,0,1,0,,positive
this game is the worst game ever to come to steam. the servers are ran on 2013 dell laptops and kick you out after one game,26,-0.6249,0.0,0.141,0.859,0,1,0,0,,negative
"this game sucks. this game used to be good, then it added arenas and became perfect. then guess what, they took it away :). only 1 fun game mode, and it no longer exists. gonna play this game again to get 1 last achievement and then never again. 10/10 fun while it lasted",53,0.8979,0.243,0.073,0.684,0,0,0,0,,positive
"after 1938.6 hours of this, I think I can confidently give an honest review. Even with I quote ""the best season in years"" this game remains to be awful. I rather be tied down and forced to play valorant or even overwatch than play another full session of this game. Thank you EA, Respawn, and the to all the players that are 400 lbs playing the game all day.",69,0.9136,0.241,0.073,0.685,0,0,0,0,6.0,positive
"154 hours. 154 hours spent on this game. May not seem like a lot, but they sure felt like a lot. Started playing in the autumn of 2023 because a friend recommended it to me. We made lots and lots and lots of memories with this game. ",47,0.8141,0.216,0.078,0.705,0,0,0,0,154.0,positive
"I've played more than 200 hours of this game on console. For some odd reason, skill-based matching is so extreme, that even after 4 years of not playing, I will be put into extremely challenging lobbies. Not sure why this is the case, but I would prefer to keep my characters unlocked, without sweaty lobbies AFTER 4 YEARS OF NOT PLAYING...",61,-0.0722,0.053,0.074,0.873,0,0,1,0,200.0,negative
"I've played this game for approx 4+ years now, and though i still do enjoy the gameplay, I don't like a lot of what the devs (mainly EA i suppose) are doing. If you want a kinda in depth review, here ya go!",43,0.6227,0.166,0.049,0.785,0,0,0,0,,positive
"I've had some fun moments, but the game feels way out of whack now. Too fast. Not enough differentiation. Bland matches. And frankly, it's never found a voice. The aesthetic vestiges of Titanfall have long since given way to a corporate mishmash of watered down ideas.",46,0.2846,0.048,0.0,0.952,0,0,1,0,,positive
"This is a very bad game had 3k+ hours in the game on ps4 and didn't turn on cross progression as I didn't think I'd need to go on ps4 to turn it on, this meant that I lost everything; I even contacted EA who said that they couldn't do anything about it my ***. They could just look from earlier season at my data but no.",67,-0.7047,0.0,0.102,0.898,0,0,0,0,,negative
Was good while it lasted- from a br game that  made cooperation fun even with randoms stright to the garbage pile.,21,0.7351,0.256,0.0,0.744,0,0,0,0,,positive
Game tries way to hard to try and nickel+dime the player. Gameplay can be fun but it's always changing whether that be good or bad depends on what version you play,31,0.4854,0.222,0.145,0.633,0,0,0,0,,positive
"I never write reviews. Been playing this game for over 500+ hours and this season’s update has got to be the worst update ever. Apex developers have clearly hit their heads 20 times at least to come with these nonsense changes. They wanted to address the third partying issue and instead of increasing healing speed, they have massively increased time to kill making it ever better for third partying. You get more cells now and health kits but you still heal as slow as before, making it almost impossible to completely heal up in time for the 2nd and 3rd team attacking you. Also cheaters are still very present, especially those using macros. If you don’t macro, then you have absolutely no chance with this update. Dumb, just dumb… I will not be playing this season until they control+z the time to kill and other changes.",146,-0.9632,0.09,0.17,0.741,1,0,0,0,500.0,negative
"Game after new patch feels so messy and ft up + why did they thought that increasing muzzle flash brightness will improve the game , in close combat enemy with l-star can literally blind your ass and down you in 2 seconds. what happened to this game it used to be fun",52,-0.7609,0.135,0.236,0.629,0,0,0,0,,negative
"I downloaded and played the game for four days before gettting perm banned even though i did not use a mic did not leave games, did not intentionally throw games and did not use any cheating software but got banned prob cuse my account maybe got hacked and now i cant play any EA games even when i submitted one of those email things because obviously I did not do anything I got a bot mail responce which means nobody even looked at it and was told it was right. EA games is terrible if it is so easy for their accounts too get hacked and support is just AI. Please dont download this if you want too play other EA games.",122,-0.7622,0.127,0.16,0.713,1,0,0,0,,negative
"The kind of game you play when you hate yourself, but like some of the features that the devs never put any kind of effort into refining for the playerbase.",30,0.3818,0.144,0.069,0.787,0,0,0,0,,positive
"Despite it's obvious issues (servers, balance, cheaters) the game itself is very fun and especially so if you have friends but after 750+ hours i cant recommend it. ",28,0.1733,0.14,0.086,0.774,1,1,0,0,750.0,positive
"Oh how the mighty fall, I have a few hundred hours across both PlayStation and Xbox and I've finally moved to PC. I've played this game since it's S0 Week 1 and have been on and off threw all the seasons and my peak time was S3-S8. For years the player base; casual and competitive alike have complained about this game, about the same issues day in and day out. From the likes of SBMM, to cheaters, to basic balancing of guns or even character abilities. It has all been said with most players that remain finding understanding that respawn will never listen to them, they will never nerf the ""right"" characters or buff the ones that ""need"" a buff. When they do, they'll make it where the kit is so broken that we might as well have closed our mouths and never asked for it.",146,0.0538,0.082,0.062,0.856,1,0,0,0,,positive
Game runs worse than ever before it's actually crazy,9,-0.6705,0.0,0.44,0.56,0,0,0,0,,negative
not very noob friendly servers go down every other week cheating is a big problem and match making is awful i have over 100 hours in this game and the skill based matchmaking is worst then the normal matchmaking i started this game again last week and im playing against prestiege 2-3 level max or level 200-400,57,-0.9333,0.048,0.244,0.708,1,1,1,0,100.0,negative
Apex has fallen and there is nothing to bring the fun enjoyable experience back to this game.,17,0.5719,0.273,0.11,0.617,0,0,0,0,,positive
"Apex used to be really fun, but not its so full of sweats, cheaters, and microtransactions. EA doesn't care about the players or quality of the game, only about the money.",31,-0.718,0.061,0.194,0.745,1,0,0,1,,negative
"After almost 500 hour in this game I'm ready to quit it permanently . Cheaters , smurf , casual toxicity from times to times , I can bare with all of those , but adding the constant lag( 400++ ping , constant drop packages ) when I'm literally connecting to the CLOSEST server half the time (1 in 2 games maybe more) I'm ready to quit permanently .Japan and the US seems to be doing better in the server , but I do not recommend anyone outside of those places playing. ",91,0.6352,0.136,0.079,0.785,1,1,0,0,,positive
"Solo queue player, please don’t comment if you don’t understand what it’s like. Stop saying 'you could play with friends'—that’s just a pointless argument.",24,0.3612,0.241,0.157,0.602,0,0,0,0,,positive
"have about 5000 hours total in apex over multiple accounts /systems ,. i think what really killed the game for me was how ranked was handled. whats the poin of having ranked at all if its not ranked based match making.  when that started being implemented apex really started kicking the bucket. there was no longer any challenge as everyone was on the same skill level and playing the same way. got boring really fast. lot of changes after that and lots of issues but i believ if they had not ruined the core aspect everyone played for the game wouldn't be in the state it is in,  yeah the game was hard. sometimes you got destroyed. games are supposed to be hard",123,-0.2181,0.087,0.101,0.812,0,0,1,0,5000.0,negative
This is the end. ,4,0.0,0.0,0.0,1.0,0,0,0,0,,neutral
"I'm conflicted, You can definitely feel the effort that the devs put into the game; The meta's constantly changing, bugs getting fixed and all that (even then, there are still some characters that are straight up throw picks now).",39,0.5574,0.111,0.0,0.889,0,0,0,0,,positive
"Used to be great, now cant even launch the game because ""there is badware detected"", I dont have anything even remotely malware related on my PC and it wont even tell me the problem process",35,0.34,0.106,0.07,0.825,0,0,0,0,,positive
It's like the game get's worse each time I revisit it. Struggles to load textures now and my mic cuts out constantly any time I play. Used to be able to run the game just fine.,36,-0.2732,0.158,0.184,0.659,0,0,0,0,,negative
Lots of chesters and the player base is dying. The graph showed less cheaters before the linux ban and while it still at the same rate they said it was because they banned Linux Chester's.,35,-0.8484,0.0,0.223,0.777,1,0,0,0,,negative
"the bones of this game are amazing. It embodies what a BR should be, a mix of tactical decision making and rotations and another of just Fuck it and going balls deep. Unfortunately greed gets the better of them again (I should know I have around 1500 hours on this) ",50,-0.2263,0.117,0.15,0.733,0,0,0,0,1500.0,negative
1/10 stars,2,0.0,0.0,0.0,1.0,0,0,0,0,,neutral
game is cool and all but its just not noob friendly. Game is too sweaty and never get to completed a game sadge,23,-0.3757,0.113,0.136,0.751,0,0,0,0,,negative
Rank is scuffed. You'll get gated at diamond/masters because the game throws you 3 stack predators every other game. The matchmaking is atrocious and EA clearly doesn't care about what remaining players they have on this lost opportunity of a BR.,41,0.0636,0.12,0.115,0.765,0,0,1,0,,positive
"This game has lost all of it's charm, fun and people. Why stay? There are many other great games to play. Don't waste your time here. And EA f U for turning this game into garbage thanks!",37,0.9405,0.373,0.048,0.579,0,0,0,0,,positive
"game lacks content, the last zones are faster than players, making dying to the zone really often. So don't play this shit",22,-0.7625,0.0,0.247,0.753,0,0,0,0,,negative
"Sad to see, what was, a great game just wither away. It needs a serious skill level revamp, cross platform progression, i shouldnt have to make an ENTIRE new account when i switch from xbox to console, losing 4 years of badges, rank, emotes and characters. PC games are nearly dead entirely, queue times to get into a match is hilariously long whereas it used to be nearly instant. No ones playing this game anymore and that sucks but all good things must come to an end",87,-0.0516,0.086,0.121,0.793,0,0,1,0,,negative
worst game ever invented bunch of sweaty virgins who play all day dont sleep whip out a minigun just to get a finish dfor some grey loot games ass game causes mental issues people who play need to go to a psych ward,43,-0.5574,0.123,0.156,0.72,0,0,0,0,,negative
What is the terrible state this game is in right now? yet another game ruined by EA,17,-0.7351,0.0,0.292,0.708,0,0,0,0,,negative
"Between Origin and steam I have over 1000+ hours on this game. Played since launch and honestly the game hasn't been good in years. It's become a cesspool of toxicity, cheaters, and unskilled campers. Honestly, I can't even identify any recently released content that is ""fun"" or has made me want to reinstall the game. I uninstalled the game about a year ago and I really have no plans on returning unless EA pulls a 180 and actually fixes the bugs that have been around for several seasons. ",88,0.2301,0.106,0.085,0.809,1,0,0,0,1000.0,positive
"Call someone shit player after 1500 hours and get permanently banned and lose all your items/skins. Good game, sadly EA is the host that ruins everything it touches.",28,-0.9022,0.073,0.376,0.551,0,0,0,0,1500.0,negative
Terrible bullet drop/delay mechanics. Terrible shotgun reticles that dont actually represent your bullet spreads. awful connection. awful matchmaking and horrendous penalty system that will penalize you for leaving a match where you are given no teammates. The game was cool at first but it starts to mess with you as you get more familiar and more play time.,58,-0.8466,0.075,0.249,0.676,0,0,1,0,,negative
Make Apex great again.,4,0.6249,0.577,0.0,0.423,0,0,0,0,,positive
"they let cheaters roam freely. on console also, never have they  banned a single CRONUS or XIM player..... literally not 1! so you cant escape cheaters on their either.",29,-0.3598,0.148,0.217,0.634,1,0,0,0,,negative
